Escherichia coli
Rhaphidophora hongkongensis
Oryza meyeriana
Oryza rufipogon
Cordyceps gunnii
Lysimachia paridiformis
Peucedanum terebinthaceum
Ruminococcus flavefaciens
Schizomussaenda dehiscens
Calanus finmarchicus
Pratylenchus coffeae
Schisandra lancifolia
Fragaria nilgerrensis
Dipterocarpus turbinatus
Lytta caraganae
Erysimum cheiranthoides
Solanum deflexicarpum
Streptomyces flaveolus
Penaeus aztecus
Sorbus tianschanica
Schinopsis lorentzii
Arisaema ringens
Lindera thomsonii
Bacillus marisflavi
Goodyera brachystegia
Delphinium denudatum
Kingdonia uniflora
Anemonia viridis
Streptomyces sparsogenes
Hancornia speciosa
Sebastiscus marmoratus
Trichogramma chilonis
Spiraea alpina
Septoria cirsii
Coprosma repens
Prunus nucipersica
Lactobacillus intestinalis
Acalypha indica
Ardisia elliptica
Acremonium thermophilum
Desulfobacterium autotrophicum
Corynebacterium propinquum
Xanthomonas vesicatoria
Peniophora pithya
Tricholoma terreum
Bacteroides salyersiae
Atriplex nummularia
Amaranthus blitoides
Ajuga turkestanica
Argyrolobium roseum
Streptoverticillium reticulum
Elaeocarpus petiolatus
Hyaloperonospora parasitica
Megasphaera hexanoica
Neospora hughesi
Mayetiola destructor
Clostridium baratii
Ferroplasma acidiphilum
Serratia odorifera
Lagerstroemia ovalifolia
Plasmodium cynomolgi
Carnobacterium divergens
Acremonium pinkertoniae
Beijerinckia fluminensis
Acinetobacter haemolyticus
Phytophthora litchii
Streptomyces mutabilis
Meiothermus ruber
Primula szechuanica
Stachys kouyangensis
Klebsiella michiganensis
Odontothrips loti
Rhodococcus coprophilus
Ceroplastes rubens
Citrobacter koseri
Fuscoporia punctata
Argyreia pierreana
Alocasia macrorrhizos
Gardneria angustifolia
Euonymus hamiltonianus
Picea mariana
Erucastrum nasturtiifolium
Bunias erucago
Festuca pratensis
Mycosphaerella brassicicola
Bacillus butanolivorans
Gordonia sihwensis
Cuphea viscosissima
Alistipes putredinis
Gallicola barnesae
Levyella massiliensis
Murdochiella asaccharolytica
Saccharofermentans acetigenes
Armatimonas rosea
Branchiostoma floridae
Streptococcus gallolyticus
Anthyllis vulneraria
Nyssa sinensis
Euphorbia trigona
Elatostema umbellatum
Betula schmidtii
Melanocarpus albomyces
Sabia fasciculata
Ophiopogon tonkinensis
Crepidiastrum lanceolatum
Streptococcus infantis
Crotalaria juncea
Papilio xuthus
Carex kobomugi
Ulva prolifera
Lycogala epidendrum
Decaspermum gracilentum
Euphorbia sororia
Aristolochia kwangsiensis
Maclura pomifera
Taxus brevifolia
Pancratium maritimum
Gnetum gnemon
Acranthera sinensis
Diphylleia sinensis
Solanum photeinocarpum
Galium elegans
Isodon inflexus
Aucuba himalaica
Rubus rosifolius
Amyelois transitella
Saprolegnia monoica
Microplitis tuberculifer
Opuntia streptacantha
Acer pseudosieboldianum
Schisandra bicolor
Potentilla alba
Paecilomyces marquandii
Streptomyces aizunensis
Streptomyces cyaneus
Penicillium candidum
Penicillium arenicola
Xanthomonas euvesicatoria
Salix nigra
Larix mastersiana
Komagataeibacter hansenii
Paracoccus versutus
Rheum australe
Cenchrus echinatus
Photinia parvifolia
Gekko japonicus
Bridelia fordii
Artemisia songarica
Isodon longitubus
Hippocampus trimaculatus
Cryptococcus terreus
Spenceria ramalana
Nannochloris oculata
Ampelopsis aconitifolia
Ainsliaea spicata
Isodon trichocarpus
Polygala glomerata
Sedum stellariifolium
Coccinia grandis
Skimmia reevesiana
Calanthe tricarinata
Veronica serpyllifolia
Cymbopogon tortilis
Juniperus horizontalis
Conogethes punctiferalis
Bletilla ochracea
Astragalus strictus
Streptomyces phaeochromogenes
Medusomyces gisevii
Carex canescens
Camellia meiocarpa
Prunus sargentii
Bulbophyllum kwangtungense
Damnacanthus macrophyllus
Cryptolepis buchananii
Daphne feddei
Viburnum fordiae
Elsholtzia fruticosa
Ilex serrata
Gordonia amicalis
Holotrichia oblita
Diaphania indica
Micrococcus yunnanensis
Oryzias javanicus
Corydalis pallida
Cabomba caroliniana
Eschscholzia californica
Scilla scilloides
Nephrolepis exaltata
Gadus macrocephalus
Microbacterium foliorum
Taxillus yadoriki
Pachystachys lutea
Oenothera rosea
Tetranychus turkestani
Fallopia sachalinensis
Micromonospora globosa
Allium wallichii
Streptomyces griseoviridis
Citrus tamurana
Phyllanthus reticulatus
Sepia lycidas
Cryptosporidium baileyi
Gymnema latifolium
Disporum viridescens
Panus conchatus
Derris fordii
Fusarium sacchari
Frullania tamarisci
Cymbidium lancifolium
Coccidioides posadasii
Ambrosia hispida
Teucrium scorodonia
Myosotis arvensis
Crotalaria spectabilis
Neotyphodium coenophialum
Yersinia kristensenii
Mycobacterium sacrum
Garuga forrestii
Acetobacter fabarum
Oenocarpus bataua
Mycobacterium paragordonae
Syncephalastrum racemosum
Cattleya hybrida
Paenibacillus wynnii
Streptomyces koganeiensis
Teucrium marum
Scabiosa atropurpurea
Ruminococcaceae bacterium
Thermus oshimai
Rothia nasimurium
Streptomyces bingchenggensis
Chelonia mydas
Aspergillus carneus
Streptomyces koyangensis
Rhodovulum sulfidophilum
Ipomoea hederacea
Echis carinatus
Tagetes minuta
Megasphaera cerevisiae
Ptilosarcus gurneyi
Brachionus calyciflorus
Sedum emarginatum
Nyctereutes procyonoides
Streptomyces chattanoogensis
Stachys oblongifolia
Selaginella delicatula
Selenomonas ruminantium
Cromileptes altivelis
Scorzonera divaricata
Lyctus brunneus
Acinetobacter oleivorans
Prototheca zopfii
Kopsia officinalis
Leifsonia shinshuensis
Sarcopyramis parvifolia
Ampullaria crossean
Ischnochiton hakodadensis
Callicarpa formosana
Murdannia triquetra
Streptopus simplex
Hyphomicrobium denitrificans
Pichia manshurica
Rhododendron przewalskii
Eurya hebeclados
Heterostemma oblongifolium
Acer saccharinum
Heterolamium debile
Allium caeruleum
Aspergillus repens
Talaromyces atroroseus
Axonopus compressus
Heterodontus francisci
Macrolepiota procera
Halomonas lutescens
Synotis erythropappa
Cynanchum wallichii
Streptomyces phaeofaciens
Simplicillium lamellicola
Bipolaris oryzae
Kluyveromyces aestuarii
Staphylococcus succinus
Ganoderma pfeifferi
Herbaspirillum huttiense
Artemisia montana
Xanthomonas albilineans
Galaxea fascicularis
Lupinus hybridus
Osmanthus heterophyllus
Penicillium raistrickii
Babesia duncani
Malus kansuensis
Artemisia verlotorum
Exiguobacterium indicum
Thielavia terricola
Prunella asiatica
Caryopteris mongholica
Aster auriculatus
Calotes versicolor
Thalictrum aquilegiifolium
Streptomyces melanosporofaciens
Heptacodium miconioides
Munronia unifoliolata
Hemsleya chinensis
Riptortus pedestris
Alaria esculenta
Potentilla parvifolia
Bacillus cabrialesii
Diospyros mespiliformis
Chamelaucium megalopetalum
Sutera cordata
Rhododendron decorum
Meconopsis quintuplinervia
Ectocarpus siliculosus
Caldicellulosiruptor saccharolyticus
Acipenser schrenckii
Selenastrum capricornutum
Bupleurum marginatum
Salix sachalinensis
Trididemnum solidum
Scabiosa columbaria
Pandoraea pnomenusa
Dasiphora davurica
Dolomiaea berardioidea
Biancaea sappan
Solanum aculeatissimum
Acinetobacter tandoii
Acinetobacter baylyi
Streptomyces tubercidicus
Ardisia lindleyana
Ceramium boydenii
Thladiantha nudiflora
Sedum multicaule
Puccinellia distans
Cephalotaxus oliveri
Carallia diplopetala
Mycoplasma agalactiae
Lytta vesicatoria
Rhododendron mucronatum
Arachis pintoi
Polygala subopposita
Quercus ilex
Jatropha dioica
Gentiana algida
Aucuba chinensis
Eurya groffii
Viburnum macrocephalum
Juncus amplifolius
Polygala sibirica
Salvia liguliloba
Centranthera cochinchinensis
Phedimus aizoon
Acer tschonoskii
Gentiana filistyla
Poecilia reticulata
Podosphaera macularis
Rattus rattus
Cyperus brevifolius
Selaroides leptolepis
Mastocarpus stellatus
Streptomyces nojiriensis
Eupoecilia ambiguella
Oryzaephilus surinamensis
Pyrola corbieri
Streptomyces kasugaensis
Salvia farinacea
Saccharopolyspora hirsuta
Sphingomonas parapaucimobilis
Carpomitra costata
Taiwania flousiana
Maruca vitrata
Doronicum altaicum
Asparagus gobicus
Morchella importuna
Aphidius avenae
Magnolia alba
Aglaonema commutatum
Nicotiana longiflora
Nicotiana miersii
Nicotiana quadrivalvis
Nicotiana acuminata
Nicotiana debneyi
Nicotiana nudicaulis
Nicotiana velutina
Nicotiana repanda
Nicotiana solanifolia
Nicotiana trigonophylla
Nicotiana otophora
Nicotiana plumbaginifolia
Nicotiana tomentosiformis
Nicotiana arentsii
Nicotiana pauciflora
Nicotiana obtusifolia
Nicotiana wigandioides
Nicotiana rotundifolia
Nicotiana raimondii
Nicotiana clevelandii
Nicotiana cordifolia
Nicotiana linearis
Nicotiana langsdorffii
Nicotiana noctiflora
Sargassum confusum
Sargassum patens
Dictyopteris divaricata
Vandenboschia auriculata
Anabaena cylindrica
Campylaephora hypnaeoides
Consolida ajacis
Deinagkistrodon acutus
Eurystomus orientalis
Gomphocarpus fruticosus
Macrophthalmus japonicus
Myroxylon balsamum
Rangifer tarandus
Paramecium bursaria
Rhodococcus jostii
Rhizophora mucronata
Pyrrosia hastata
Lithocarpus carolinae
Eretmochelys imbricata
Saussurea stella
Lates calcarifer
Plectranthus hadiensis
Ophiorrhiza succirubra
Toona ciliata
Azoarcus indigens
Dioscorea melanophyma
Dioscorea althaeoides
Aleuritopteris squamosa
Leifsonia xyli
Gomphostemma chinense
Thalictrum minus
Clausena emarginata
Aristolochia tuberosa
Oplismenus compositus
Anomala cuprea
Pimpinella coriacea
Prunus mahaleb
Tribolium confusum
Nicotiana simulans
Nicotiana petunioides
Nicotiana rosulata
Nicotiana maritima
Nicotiana africana
Nicotiana corymbosa
Nicotiana spegazzinii
Nicotiana goodspeedii
Nicotiana attenuata
Nicotiana benavidesii
Nicotiana acaulis
Nicotiana bonariensis
Nicotiana fragrans
Nicotiana forgetiana
Nicotiana knightiana
Mentha suaveolens
Colocasia tonoimo
Sorbus alnifolia
Anabarilius grahami
Asterias rollestoni
Smilax microphylla
Bryum argenteum
Pseudozyma antarctica
Betula ermanii
Ulothrix flacca
Strelitzia reginae
Fannia canicularis
Daphnia pulex
Persicaria capitata
Parthenocissus laetevirens
Aconitum finetianum
Diguetia canities
Shimwellia blattae
Salvia aerea
Streblus asper
Prorocentrum micans
Camellia semiserrata
Cucurbita ficifolia
Leiurus quinquestriatus
Capparis versicolor
Tarenna attenuata
Osmorhiza aristata
Pedomicrobium manganicum
Fusarium compactum
Streptomyces spororaveus
Glaucium flavum
Streptomyces nigrescens
Neurospora intermedia
Penicillium olsonii
Legionella feeleii
Necator americanus
Lonicera caprifolium
Solanum coagulans
Lonicera calcarata
Anaphalis contorta
Sageretia rugosa
Millettia velutina
Parietichytrium sarkarianum
Cellulosimicrobium funkei
Dichelobacter nodosus
Kuehneromyces mutabilis
Agrilus planipennis
Kocuria rhizophila
Delottococcus aberiae
Physisporinus vitreus
Acacia cognata
Pinus pinea
Sarcopoterium spinosum
Fusarium tucumaniae
Agathobaculum butyriciproducens
Crenomytilus grayanus
Corynebacterium durum
Arthrobacter agilis
Mammea americana
Ganoderma resinaceum
Acacia arabica
Strongyloides stercoralis
Kazachstania turicensis
Pseudoxanthomonas mexicana
Brevibacillus thermoruber
Anthopleura inornata
Buchanania reticulata
Quassia undulata
Hibiscus makinoi
Cephalaria joppensis
Phrixothrix hirtus
Actinia equina
Hygrophila auriculata
Acremonium obclavatum
Acremonium brachypenium
Acremonium dichromosporum
Acremonium incoloratum
Glycine clandestina
Poa arachnifera
Avicularia juruensis
Colpoda steinii
Anogeissus latifolia
Sambucus ebulus
Penicillium herquei
Allium chrysanthum
Trichosporon montevideense
Enterolobium cyclocarpum
Iris versicolor
Desulfobacterium vacuolatum
Leucophyllum frutescens
Streptomyces hachijoensis
Sida cordifolia
Proteus penneri
Oxytropis glabra
Khaya senegalensis
Brevibacterium iodinum
Campsis radicans
Schima wallichii
Monochasma sheareri
Begonia palmata
Callicarpa pedunculata
Gracilaria gigas
Trichiurus lepturus
Veronica ciliata
Trametes lactinea
Ammophila arenaria
Girardinia diversifolia
Arisaema japonicum
Vitex quinata
Berchemia racemosa
Ceratopteris thalictroides
Lysinibacillus xylanilyticus
Prevotella denticola
Arabis alpina
Acrocomia crispa
Trichomonas gallinae
Xenopus tropicalis
Helix major
Pseudomonas parafulva
Pseudomonas kunmingensis
Aniba parviflora
Erigeron multiradiatus
Streptomyces massasporeus
Galium tricorne
Acanthus mollis
Burkholderia latens
Garcinia subelliptica
Carpoglyphus lactis
Beauveria felina
Cremanthodium reniforme
Penicillium vulpinum
Larix kamtschatica
Castanopsis delavayi
Magnolia multiflora
Tridacna squamosa
Sopubia trifida
Aster souliei
Thalictrum delavayi
Aconitum kongboense
Acanthaster planci
Asarum pulchellum
Chrysosplenium sinicum
Frangula alnus
Streptomyces natalensis
Bacillus oleronius
Eucheuma denticulatum
Brainea insignis
Celtis biondii
Salix pierotii
Salix wallichiana
Panax zingiberensis
Oryza glaberrima
Bacteroides cellulosilyticus
Polysiphonia morrowii
Dysmicoccus neobrevipes
Zanthoxylum dimorphophyllum
Scutellaria yunnanensis
Maruca testulalis
Noctiluca scintillans
Rhodiola henryi
Athyrium sinense
Micromelum falcatum
Rana grylio
Aleuroglyphus ovatus
Tuber indicum
Fusarium flavum
Tillandsia usneoides
Viola orientalis
Miamiensis avidus
Viola grypoceras
Phlox subulata
Exorista civilis
Coturnix japonica
Sargassum henslowianum
Pseudomonas otitidis
Mycobacteroides abscessus
Rhapis excelsa
Lippia salviifolia
Betula costata
Kocuria palustris
Streptomyces flavotricini
Tetracera scandens
Golovinomyces cichoracearum
Diabrotica balteata
Diabrotica viridula
Rhyzopertha dominica
Opisthorchis felineus
Suillus bovinus
Eupatorium perfoliatum
Gallibacterium anatis
Lepisorus macrosphaerus
Plectranthus hilliardiae
Acinetobacter guillouiae
Cuscuta reflexa
Pachymenia carnosa
Exorista japonica
Copris tripartitus
Usnea florida
Ogataea minuta
Betula papyrifera
Streptomyces fulvissimus
Neopallasia pectinata
Acmella ciliata
Dietzia maris
Encephalitozoon intestinalis
Solibacillus silvestris
Hyptis capitata
Sarotherodon melanotheron
Jatropha macrantha
Codium intricatum
Spirulina princeps
Uropterygius micropterus
Rudbeckia hirta
Allium giganteum
Cymbopogon schoenanthus
Armillaria gallica
Xenorhabdus poinarii
Undaria peterseniana
Papaver nudicaule
Allamanda cathartica
Garcinia esculenta
Potentilla atrosanguinea
Echium plantagineum
Fritillaria verticillata
Epilachna varivestis
Rhynchoglossum obliquum
Natrinema altunense
Merremia hederacea
Stephania cephalantha
Galium bungei
Boehmeria macrophylla
Stephania hernandifolia
Limnophila aromatica
Abelia engleriana
Pedicularis rex
Rumex maritimus
Streptomyces nitrosporeus
Gagea lutea
Protosalanx hyalocranius
Pseudaulacaspis pentagona
Penicillium capsulatum
Thalictrum alpinum
Streptomyces viridifaciens
Polyscias fruticosa
Palea steindachneri
Kosakonia sacchari
Mappianthus iodoides
Sphacelotheca reiliana
Adiantum caudatum
Phtheirospermum japonicum
Chorda filum
Scabiosa tschiliensis
Gynura aurantiaca
Saussurea obvallata
Pseudomonas asiatica
Hymenocrater elegans
Sarracenia purpurea
Desmanthus virgatus
Beaumontia grandiflora
Daphniphyllum oldhamii
Ilex fragilis
Theileria parva
Serendipita vermifera
Grateloupia turuturu
Prosopis juliflora
Costus spicatus
Phaius flavus
Lactobacillus amylolyticus
Phlebodium decumanum
Alpinia blepharocalyx
Staphylococcus pseudolugdunensis
Desmodium adscendens
Halymenia durvillei
Sida spinosa
Sida spinosa
Streptomyces misionensis
Ligustrum vulgare
Eranthis hyemalis
Dendrobium denneanum
Heterorhabditis zealandica
Dipterocarpus obtusifolius
Syzygium curranii
Hemibarbus labeo
Acacia aneura
Sphingobium xenophagum
Stauntonia brachyanthera
Karenia brevis
Acremonium tubakii
Corynebacterium melassecola
Idiomarina loihiensis
Pyrobaculum islandicum
Silene seoulensis
Anadara broughtonii
Smilax ferox
Pseudomonas knackmussii
Earliella scabrosa
Lactobacillus rennini
Rickettsia felis
Marinomonas primoryensis
Camellia taliensis
Ralstonia pseudosolanacearum
Chaetomorpha cannabina
Terminalia elliptica
Acrosternum hilare
Penicillium glabrum
Choristoneura fumiferana
Pseudoalteromonas piscicida
Sulfolobus islandicus
Rhodoleia championii
Semanotus bifasciatus
Isaria sinclairii
Sinocrassula indica
Bulnesia sarmienti
Haplocladium microphyllum
Achillea sibirica
Alstonia mairei
Cordyceps kyushuensis
Streptomyces aureoverticillatus
Dendrobium crepidatum
Trogopterus xanthipes
Methanospirillum hungatei
Bombina orientalis
Cymbidium bicolor
Illigera cordata
Indigofera suffruticosa
Liparis odorata
Mylabris phalerata
Lignosus rhinocerus
Stauntonia obovatifoliola
Callisia repens
Crassostrea sikamea
Tolypanthus maclurei
Endarachne binghamiae
Cardamine scutata
Conyza sumatrensis
Bacillus thermoamylovorans
Circaea cordata
Stegnogramma cyrtomioides
Streptomyces althioticus
Hippocampus coronatus
Tinocladia crassa
Blepharipoda liberata
Oulema oryzae
Heteraxine heterocerca
Malus pallasiana
Potentilla sericea
Lithocarpus elmerrillii
Rubus pirifolius
Citrus aurantiifolia
Rumex aquaticus
Cotoneaster horizontalis
Vicia hirsuta
Dichrocephala integrifolia
Oocystis borgei
Monascus vitreus
Monascus paxii
Cordyceps pruinosa
Scytonema pseudohofmanni
Arrhenatherum elatius
Prunus simonii
Salix fragilis
Dendrocalamus brandisii
Bambusa chungii
Streptomyces marinus
Bosea thiooxidans
Alternaria cassiae
Melodinus fusiformis
Pratylenchus zeae
Ardisia densilepidotula
Aleuritopteris farinosa
Curcuma sichuanensis
Nelumbo lutea
Rhizobium multihospitium
Methylobacterium organophilum
Thalictrum foeniculaceum
Liriomyza huidobrensis
Kurthia gibsonii
Thalictrum foliolosum
Streptomyces rishiriensis
Choanephora cucurbitarum
Gentiana futtereri
Dictyopteris undulata
Campylobacter showae
Myriactis nepalensis
Pachymeniopsis elliptica
Dipterocarpus intricatus
Sarcocystis miescheriana
Equisetum pratense
Pseudomonas chengduensis
Bacillus infantis
Lespedeza cyrtobotrya
Enterobacter kobei
Baccharis genistelloides
Montastraea cavernosa
Nocardia vaccinii
Begonia boliviensis
Cynodon transvaalensis
Caragana tibetica
Kabatiella bupleuri
Thamnidium elegans
Brachionus rubens
Arundinella hirta
Anas platyrhynchos
Tilia mandshurica
Barleria prionitis
Crassostrea virginica
Spiraea thunbergii
Porphyromonas gulae
Mycoplasma canis
Prunus pumila
Exapate congelatella
Verbascum phlomoides
Orthosiphon wulfenioides
Psoroptes cuniculi
Acyrthosiphon pisum
Tylenchulus semipenetrans
Pilea basicordata
Aphis medicaginis
Ceramium paniculatum
Streptomyces espinosus
Veratrum mengtzeanum
Trioza erytreae
Ditylenchus myceliophagus
Coptosapelta diffusa
Rhodomela confervoides
Bovista plumbea
Ferula fukanensis
Amaranthus palmeri
Streptomyces filipinensis
Arisaema saxatile
Coniochaeta ellipsoidea
Pseudoxanthomonas indica
Paraphlomis javanica
Oreorchis patens
Sorbus sibirica
Acinetobacter schindleri
Streptomyces alboniger
Veratrum japonicum
Corynebacterium urealyticum
Zygophyllum fabago
Spatholirion longifolium
Phlegmariurus fordii
Shewanella piezotolerans
Bacillus aerius
